userID,placeID,smoker,drink_level,dress_preference,transport,marital_status,activity,budget,name,alcohol,smoking_area,dress_code,price,area,other_services,GlobalRatings,age,distance,Review_State
1060,132733,false,casual drinker,formal,public,single,student,medium,Little Cesarz,No_Alcohol_Served,not permitted,informal,medium,closed,none,5,28,4.166993385906887,Excellent
1060,132740,false,casual drinker,formal,public,single,student,medium,Carreton de Flautas y Migadas,No_Alcohol_Served,permitted,informal,low,open,none,4,28,4.1692316992145315,Medium
1123,132733,false,abstemious,informal,,single,student,medium,Little Cesarz,No_Alcohol_Served,not permitted,informal,medium,closed,none,4,32,0.6134648395932878,Medium
1123,132608,false,abstemious,informal,,single,student,medium,Hamburguesas La perica,No_Alcohol_Served,permitted,informal,low,open,none,4,32,0.7213717958480915,Medium
1123,135104,false,abstemious,informal,,single,student,medium,vips,Full_Bar,not permitted,informal,medium,closed,variety,6,32,0.019762294016197595,Excellent
1123,132584,false,abstemious,informal,,single,student,medium,Gorditas Dona Tota,No_Alcohol_Served,not permitted,informal,medium,closed,none,3,32,0.3443797776306412,Medium
1123,132667,false,abstemious,informal,,single,student,medium,little pizza Emilio Portes Gil,No_Alcohol_Served,none,informal,low,closed,none,4,32,0.5328724777668146,Medium
1123,132740,false,abstemious,informal,,single,student,medium,Carreton de Flautas y Migadas,No_Alcohol_Served,permitted,informal,low,open,none,3,32,0.22182503490913352,Medium
1123,132613,false,abstemious,informal,,single,student,medium,carnitas_mata,No_Alcohol_Served,permitted,informal,medium,closed,none,4,32,0.35663850482742,Medium
1123,132594,false,abstemious,informal,,single,student,medium,tacos de barbacoa enfrente del Tec,No_Alcohol_Served,not permitted,informal,low,open,none,3,32,0.30956201116963705,Medium
1021,132740,false,social drinker,no preference,car owner,single,student,medium,Carreton de Flautas y Migadas,No_Alcohol_Served,permitted,informal,low,open,none,5,35,2.4544473550670105,Excellent
1026,132626,false,abstemious,formal,public,single,student,medium,la perica hamburguesa,No_Alcohol_Served,none,informal,medium,closed,none,6,30,0.5522079023594009,Excellent
1021,132668,false,social drinker,no preference,car owner,single,student,medium,TACOS EL GUERO,No_Alcohol_Served,none,informal,low,closed,none,6,35,2.201156815950349,Excellent
1021,132715,false,social drinker,no preference,car owner,single,student,medium,tacos de la estacion,No_Alcohol_Served,none,informal,low,open,none,5,35,1.363760716389493,Excellent
1083,135034,false,abstemious,,,,,,Michiko Restaurant Japones,No_Alcohol_Served,none,informal,medium,closed,none,6,38,1.0236393548597262,Excellent
1083,132723,false,abstemious,,,,,,Gordas de morales,Full_Bar,section,informal,medium,closed,none,3,38,1.8809185939198128,Medium
1083,135046,false,abstemious,,,,,,Restaurante El Reyecito,No_Alcohol_Served,none,informal,medium,closed,none,5,38,2.7456802424519475,Excellent
1108,135075,false,abstemious,informal,public,single,student,medium,Mariscos El Pescador,No_Alcohol_Served,none,informal,medium,closed,none,6,36,0.601538635529482,Excellent
1108,132572,false,abstemious,informal,public,single,student,medium,Cafe Chaires,No_Alcohol_Served,not permitted,informal,low,closed,none,4,36,0.5704534748817759,Medium
1108,135074,false,abstemious,informal,public,single,student,medium,Restaurante la Parroquia Potosina,Wine-Beer,section,informal,high,closed,none,5,36,1.4102883783594842,Excellent
1108,135028,false,abstemious,informal,public,single,student,medium,La Virreina,Wine-Beer,none,informal,medium,closed,none,3,36,0.34883393220956116,Medium
1108,135085,false,abstemious,informal,public,single,student,medium,Tortas Locas Hipocampo,No_Alcohol_Served,not permitted,informal,medium,closed,none,4,36,0.9503194198535951,Medium
1108,135032,false,abstemious,informal,public,single,student,medium,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,5,36,1.7584206321392764,Excellent
1108,135086,false,abstemious,informal,public,single,student,medium,Mcdonalds Parque Tangamanga,No_Alcohol_Served,not permitted,informal,medium,closed,none,2,36,2.732607723053025,Bad
1108,132723,false,abstemious,informal,public,single,student,medium,Gordas de morales,Full_Bar,section,informal,medium,closed,none,6,36,3.3836307429495376,Excellent
1108,135046,false,abstemious,informal,public,single,student,medium,Restaurante El Reyecito,No_Alcohol_Served,none,informal,medium,closed,none,4,36,1.6075180861351452,Medium
1108,135058,false,abstemious,informal,public,single,student,medium,Restaurante Tiberius,No_Alcohol_Served,none,informal,medium,closed,none,3,36,2.8229223020644025,Medium
1012,135001,false,casual drinker,formal,public,single,student,medium,Vips,Wine-Beer,none,informal,medium,closed,none,4,31,14.226183771036274,Medium
1012,134983,false,casual drinker,formal,public,single,student,medium,Restaurant and Bar and Clothesline Carlos N Charlies,Full_Bar,section,informal,high,closed,none,6,31,15.003173890838395,Excellent
1012,134996,false,casual drinker,formal,public,single,student,medium,Sanborns Casa Piedra,Wine-Beer,only at bar,informal,medium,closed,Internet,6,31,12.519510581258864,Excellent
1093,135019,true,casual drinker,no preference,car owner,single,student,medium,Restaurant Bar Coty y Pablo,No_Alcohol_Served,none,informal,low,closed,none,6,29,2.538242458695205,Excellent
1093,134996,true,casual drinker,no preference,car owner,single,student,medium,Sanborns Casa Piedra,Wine-Beer,only at bar,informal,medium,closed,Internet,6,29,6.712033081965872,Excellent
1093,135001,true,casual drinker,no preference,car owner,single,student,medium,Vips,Wine-Beer,none,informal,medium,closed,none,6,29,9.929797092283184,Excellent
1093,134976,true,casual drinker,no preference,car owner,single,student,medium,Log Yin,No_Alcohol_Served,none,informal,low,closed,none,5,29,6.7944145144784756,Excellent
1093,134999,true,casual drinker,no preference,car owner,single,student,medium,Kiku Cuernavaca,No_Alcohol_Served,none,informal,medium,closed,none,6,29,4.847610004146464,Excellent
1030,135018,false,casual drinker,formal,on foot,single,student,medium,El Oceano Dorado,Full_Bar,permitted,informal,medium,open,variety,6,28,4.471787039811899,Excellent
1093,135013,true,casual drinker,no preference,car owner,single,student,medium,Giovannis,No_Alcohol_Served,none,informal,low,closed,none,5,29,5.386202708617108,Excellent
1030,134986,false,casual drinker,formal,on foot,single,student,medium,Restaurant Las Mananitas,Wine-Beer,none,formal,high,closed,none,6,28,11.05309656181732,Excellent
1012,134986,false,casual drinker,formal,public,single,student,medium,Restaurant Las Mananitas,Wine-Beer,none,formal,high,closed,none,6,31,12.786825020174591,Excellent
1012,135018,false,casual drinker,formal,public,single,student,medium,El Oceano Dorado,Full_Bar,permitted,informal,medium,open,variety,6,31,5.620651848001706,Excellent
1030,135088,false,casual drinker,formal,on foot,single,student,medium,Cafeteria cenidet,No_Alcohol_Served,not permitted,informal,low,closed,none,2,28,5.218493979153581,Bad
1093,132767,true,casual drinker,no preference,car owner,single,student,medium,Restaurant Familiar El Chino,Wine-Beer,permitted,casual,medium,open,variety,6,29,2.4238120317406606,Excellent
1093,135011,true,casual drinker,no preference,car owner,single,student,medium,Los Vikingos,No_Alcohol_Served,none,informal,medium,closed,none,2,29,4.547648223308154,Bad
1066,135011,false,abstemious,informal,public,single,student,low,Los Vikingos,No_Alcohol_Served,none,informal,medium,closed,none,5,33,2.5643189554756165,Excellent
1066,134999,false,abstemious,informal,public,single,student,low,Kiku Cuernavaca,No_Alcohol_Served,none,informal,medium,closed,none,3,33,4.006048898321112,Medium
1127,134975,false,abstemious,no preference,public,single,student,low,Rincon del Bife,Full_Bar,section,informal,high,closed,variety,6,27,0.997924482213417,Excellent
1127,135021,false,abstemious,no preference,public,single,student,low,Subway,No_Alcohol_Served,not permitted,informal,low,closed,none,4,27,2.037771092482042,Medium
1127,134987,false,abstemious,no preference,public,single,student,low,Chilis Cuernavaca,Wine-Beer,none,informal,medium,closed,none,4,27,2.3260820555135178,Medium
1127,134996,false,abstemious,no preference,public,single,student,low,Sanborns Casa Piedra,Wine-Beer,only at bar,informal,medium,closed,Internet,6,27,2.497082491056437,Excellent
1017,132768,false,casual drinker,formal,public,single,professional,medium,Mariscos Tia Licha,No_Alcohol_Served,not permitted,casual,medium,closed,none,3,28,4.416199011237013,Medium
1066,135019,false,abstemious,informal,public,single,student,low,Restaurant Bar Coty y Pablo,No_Alcohol_Served,none,informal,low,closed,none,3,33,1.7531684505098968,Medium
1017,134975,false,casual drinker,formal,public,single,professional,medium,Rincon del Bife,Full_Bar,section,informal,high,closed,variety,4,28,1.95396895767325,Medium
1017,134983,false,casual drinker,formal,public,single,professional,medium,Restaurant and Bar and Clothesline Carlos N Charlies,Full_Bar,section,informal,high,closed,none,1,28,3.581026781651169,Bad
1066,132767,false,abstemious,informal,public,single,student,low,Restaurant Familiar El Chino,Wine-Beer,permitted,casual,medium,open,variety,4,33,1.1389857307618019,Medium
1100,135021,false,casual drinker,formal,public,single,student,medium,Subway,No_Alcohol_Served,not permitted,informal,low,closed,none,3,29,17.42036139192642,Medium
1100,134996,false,casual drinker,formal,public,single,student,medium,Sanborns Casa Piedra,Wine-Beer,only at bar,informal,medium,closed,Internet,4,29,16.4570041595363,Medium
1066,135013,false,abstemious,informal,public,single,student,low,Giovannis,No_Alcohol_Served,none,informal,low,closed,none,5,33,3.1036003573379474,Excellent
1100,135000,false,casual drinker,formal,public,single,student,medium,Restaurant los Pinos,No_Alcohol_Served,none,informal,medium,closed,none,4,29,16.872063672207073,Medium
1100,135001,false,casual drinker,formal,public,single,student,medium,Vips,Wine-Beer,none,informal,medium,closed,none,6,29,19.65918744957325,Excellent
1100,132768,false,casual drinker,formal,public,single,student,medium,Mariscos Tia Licha,No_Alcohol_Served,not permitted,casual,medium,closed,none,6,29,18.168548762609067,Excellent
1100,134976,false,casual drinker,formal,public,single,student,medium,Log Yin,No_Alcohol_Served,none,informal,low,closed,none,5,29,17.34578665339046,Excellent
1133,134983,false,abstemious,no preference,car owner,single,student,medium,Restaurant and Bar and Clothesline Carlos N Charlies,Full_Bar,section,informal,high,closed,none,3,28,14.41722526236965,Medium
1133,134986,false,abstemious,no preference,car owner,single,student,medium,Restaurant Las Mananitas,Wine-Beer,none,formal,high,closed,none,6,28,13.922696646740865,Excellent
1133,132766,false,abstemious,no preference,car owner,single,student,medium,Mikasa,Wine-Beer,none,informal,medium,closed,none,2,28,12.552769312603342,Bad
1133,135021,false,abstemious,no preference,car owner,single,student,medium,Subway,No_Alcohol_Served,not permitted,informal,low,closed,none,6,28,12.457053798238992,Excellent
1133,135001,false,abstemious,no preference,car owner,single,student,medium,Vips,Wine-Beer,none,informal,medium,closed,none,6,28,14.701360802790397,Excellent
1133,134975,false,abstemious,no preference,car owner,single,student,medium,Rincon del Bife,Full_Bar,section,informal,high,closed,variety,3,28,12.160302744663333,Medium
1133,134992,false,abstemious,no preference,car owner,single,student,medium,Restaurant Teely,Wine-Beer,section,casual,high,closed,none,4,28,15.004044203055933,Medium
1133,135019,false,abstemious,no preference,car owner,single,student,medium,Restaurant Bar Coty y Pablo,No_Alcohol_Served,none,informal,low,closed,none,3,28,4.858214505242255,Medium
1072,135016,false,casual drinker,no preference,public,single,student,medium,Arrachela Grill,No_Alcohol_Served,none,informal,medium,closed,none,5,35,0.2508642208142605,Excellent
1072,132773,false,casual drinker,no preference,public,single,student,medium,El cotorreo,Wine-Beer,permitted,informal,low,open,none,5,35,0.2634284884268213,Excellent
1072,135088,false,casual drinker,no preference,public,single,student,medium,Cafeteria cenidet,No_Alcohol_Served,not permitted,informal,low,closed,none,1,35,1.192275253255748,Bad
1026,132561,false,abstemious,formal,public,single,student,medium,cafe ambar,No_Alcohol_Served,none,informal,low,closed,none,3,30,0.9524141677116953,Medium
1026,132706,false,abstemious,formal,public,single,student,medium,Gorditas Dona Tota,No_Alcohol_Served,not permitted,informal,medium,closed,none,2,30,0.4241681234483543,Bad
1026,132665,false,abstemious,formal,public,single,student,medium,TACOS CORRECAMINOS,No_Alcohol_Served,none,informal,low,closed,none,6,30,0.4392406728668204,Excellent
1023,132733,false,casual drinker,informal,car owner,single,student,low,Little Cesarz,No_Alcohol_Served,not permitted,informal,medium,closed,none,6,31,0.41100767106436775,Excellent
1080,132668,true,social drinker,formal,car owner,single,student,low,TACOS EL GUERO,No_Alcohol_Served,none,informal,low,closed,none,3,32,1.3202316353666275,Medium
1080,132660,true,social drinker,formal,car owner,single,student,low,carnitas mata calle Emilio Portes Gil,No_Alcohol_Served,none,informal,low,closed,none,6,32,1.0217771950382515,Excellent
1080,132733,true,social drinker,formal,car owner,single,student,low,Little Cesarz,No_Alcohol_Served,not permitted,informal,medium,closed,none,3,32,0.9909101879787738,Medium
1080,132608,true,social drinker,formal,car owner,single,student,low,Hamburguesas La perica,No_Alcohol_Served,permitted,informal,low,open,none,6,32,1.6720277670664783,Excellent
1063,132660,false,casual drinker,formal,public,single,student,medium,carnitas mata calle Emilio Portes Gil,No_Alcohol_Served,none,informal,low,closed,none,6,31,0.8696894217133386,Excellent
1063,132584,false,casual drinker,formal,public,single,student,medium,Gorditas Dona Tota,No_Alcohol_Served,not permitted,informal,medium,closed,none,4,31,0.8106276374110323,Medium
1063,132609,false,casual drinker,formal,public,single,student,medium,Pollo_Frito_Buenos_Aires,No_Alcohol_Served,not permitted,informal,low,closed,none,2,31,1.6874168204326072,Bad
1063,135104,false,casual drinker,formal,public,single,student,medium,vips,Full_Bar,not permitted,informal,medium,closed,variety,4,31,0.9672812477701757,Medium
1063,132667,false,casual drinker,formal,public,single,student,medium,little pizza Emilio Portes Gil,No_Alcohol_Served,none,informal,low,closed,none,4,31,0.8479999159958671,Medium
1080,132564,true,social drinker,formal,car owner,single,student,low,churchs,No_Alcohol_Served,none,informal,low,closed,none,3,32,2.340783471109087,Medium
1080,132715,true,social drinker,formal,car owner,single,student,low,tacos de la estacion,No_Alcohol_Served,none,informal,low,open,none,3,32,1.348751981105709,Medium
1074,135011,true,casual drinker,no preference,car owner,single,professional,medium,Los Vikingos,No_Alcohol_Served,none,informal,medium,closed,none,5,52,8.505713281745056,Excellent
1074,134987,true,casual drinker,no preference,car owner,single,professional,medium,Chilis Cuernavaca,Wine-Beer,none,informal,medium,closed,none,6,52,3.138215275477936,Excellent
1074,134976,true,casual drinker,no preference,car owner,single,professional,medium,Log Yin,No_Alcohol_Served,none,informal,low,closed,none,6,52,2.411633154002589,Excellent
1117,135018,false,abstemious,no preference,public,single,professional,medium,El Oceano Dorado,Full_Bar,permitted,informal,medium,open,variety,3,37,1.7595530702544107,Medium
1117,132766,false,abstemious,no preference,public,single,professional,medium,Mikasa,Wine-Beer,none,informal,medium,closed,none,1,37,3.988849962475061,Bad
1117,135088,false,abstemious,no preference,public,single,professional,medium,Cafeteria cenidet,No_Alcohol_Served,not permitted,informal,low,closed,none,4,37,0.09824894609082052,Medium
1117,135016,false,abstemious,no preference,public,single,professional,medium,Arrachela Grill,No_Alcohol_Served,none,informal,medium,closed,none,5,37,1.3337077415393992,Excellent
1117,132773,false,abstemious,no preference,public,single,professional,medium,El cotorreo,Wine-Beer,permitted,informal,low,open,none,5,37,1.2632623588998153,Excellent
1117,135000,false,abstemious,no preference,public,single,professional,medium,Restaurant los Pinos,No_Alcohol_Served,none,informal,medium,closed,none,3,37,0.8617633198115868,Medium
1118,135021,true,casual drinker,informal,public,single,student,medium,Subway,No_Alcohol_Served,not permitted,informal,low,closed,none,2,32,0.9375364530951079,Bad
1020,135088,false,abstemious,no preference,public,single,professional,medium,Cafeteria cenidet,No_Alcohol_Served,not permitted,informal,low,closed,none,3,37,0.40421357081034653,Medium
1020,132768,false,abstemious,no preference,public,single,professional,medium,Mariscos Tia Licha,No_Alcohol_Served,not permitted,casual,medium,closed,none,6,37,5.364710023361365,Excellent
1020,134996,false,abstemious,no preference,public,single,professional,medium,Sanborns Casa Piedra,Wine-Beer,only at bar,informal,medium,closed,Internet,3,37,5.055065366608233,Medium
1020,135109,false,abstemious,no preference,public,single,professional,medium,Paniroles,Wine-Beer,not permitted,informal,medium,closed,Internet,5,37,4.998839216779028,Excellent
1051,135088,false,casual drinker,no preference,public,single,professional,medium,Cafeteria cenidet,No_Alcohol_Served,not permitted,informal,low,closed,none,3,40,0.37743233688586947,Medium
1051,135109,false,casual drinker,no preference,public,single,professional,medium,Paniroles,Wine-Beer,not permitted,informal,medium,closed,Internet,3,40,5.048509047687248,Medium
1051,132768,false,casual drinker,no preference,public,single,professional,medium,Mariscos Tia Licha,No_Alcohol_Served,not permitted,casual,medium,closed,none,4,40,5.415382294113179,Medium
1055,135051,false,abstemious,no preference,car owner,married,professional,medium,Restaurante Versalles,No_Alcohol_Served,section,informal,low,closed,none,5,67,1.4023257557907918,Excellent
1055,135075,false,abstemious,no preference,car owner,married,professional,medium,Mariscos El Pescador,No_Alcohol_Served,none,informal,medium,closed,none,6,67,0.5741132518599396,Excellent
1055,132572,false,abstemious,no preference,car owner,married,professional,medium,Cafe Chaires,No_Alcohol_Served,not permitted,informal,low,closed,none,6,67,0.5497015831515666,Excellent
1055,135028,false,abstemious,no preference,car owner,married,professional,medium,La Virreina,Wine-Beer,none,informal,medium,closed,none,6,67,0.3761149910044249,Excellent
1055,135025,false,abstemious,no preference,car owner,married,professional,medium,El Rincon de San Francisco,No_Alcohol_Served,none,informal,medium,closed,none,6,67,1.218427692643609,Excellent
1083,132572,false,abstemious,,,,,,Cafe Chaires,No_Alcohol_Served,not permitted,informal,low,closed,none,6,38,3.7770764613623813,Excellent
1055,135106,false,abstemious,no preference,car owner,married,professional,medium,El Rinc�n de San Francisco,Wine-Beer,only at bar,informal,medium,open,none,6,67,1.3909702276648317,Excellent
1083,135072,false,abstemious,,,,,,Sushi Itto,No_Alcohol_Served,none,informal,medium,closed,none,5,38,3.121784770830642,Excellent
1083,135074,false,abstemious,,,,,,Restaurante la Parroquia Potosina,Wine-Beer,section,informal,high,closed,none,6,38,3.450389030193626,Excellent
1083,132755,false,abstemious,,,,,,La Estrella de Dimas,No_Alcohol_Served,none,informal,medium,closed,variety,6,38,2.3336349896032647,Excellent
1083,135044,false,abstemious,,,,,,Restaurant Wu Zhuo Yi,No_Alcohol_Served,none,informal,medium,closed,none,5,38,3.3061819865908126,Excellent
1055,135048,false,abstemious,no preference,car owner,married,professional,medium,Restaurante Bar Fu-hao,Wine-Beer,none,informal,high,closed,none,6,67,1.2011096093117357,Excellent
1055,135047,false,abstemious,no preference,car owner,married,professional,medium,Restaurante Casa de las Flores,Wine-Beer,section,informal,high,closed,none,6,67,1.0564205385180299,Excellent
1055,132754,false,abstemious,no preference,car owner,married,professional,medium,Cabana Huasteca,No_Alcohol_Served,none,informal,medium,closed,none,6,67,0.5781443727150621,Excellent
1055,132825,false,abstemious,no preference,car owner,married,professional,medium,puesto de tacos,No_Alcohol_Served,none,informal,low,open,none,6,67,0.6562996045775925,Excellent
1053,135076,false,casual drinker,informal,public,single,student,low,Restaurante Pueblo Bonito,Wine-Beer,none,informal,high,closed,none,3,29,1.463848859307308,Medium
1053,135032,false,casual drinker,informal,public,single,student,low,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,5,29,2.9216306814023665,Excellent
1053,132825,false,casual drinker,informal,public,single,student,low,puesto de tacos,No_Alcohol_Served,none,informal,low,open,none,3,29,3.1708816323397553,Medium
1053,135063,false,casual drinker,informal,public,single,student,low,Restaurante Alhondiga,No_Alcohol_Served,none,informal,medium,closed,none,5,29,2.4065896691812902,Excellent
1035,135018,true,casual drinker,no preference,car owner,single,student,medium,El Oceano Dorado,Full_Bar,permitted,informal,medium,open,variety,4,34,2.235888270135793,Medium
1035,132773,true,casual drinker,no preference,car owner,single,student,medium,El cotorreo,Wine-Beer,permitted,informal,low,open,none,5,34,3.6486056976036347,Excellent
1053,135042,false,casual drinker,informal,public,single,student,low,Restaurant Oriental Express,No_Alcohol_Served,none,informal,medium,closed,none,5,29,2.280128370811064,Excellent
1053,135053,false,casual drinker,informal,public,single,student,low,La Fontana Pizza Restaurante and Cafe,No_Alcohol_Served,section,informal,high,closed,none,4,29,2.7227569683736705,Medium
1053,132754,false,casual drinker,informal,public,single,student,low,Cabana Huasteca,No_Alcohol_Served,none,informal,medium,closed,none,4,29,3.137541186216344,Medium
1035,132583,true,casual drinker,no preference,car owner,single,student,medium,McDonalds Centro,No_Alcohol_Served,not permitted,informal,low,closed,none,3,34,9.211053022855932,Medium
1053,135081,false,casual drinker,informal,public,single,student,low,El Club,No_Alcohol_Served,none,informal,medium,closed,none,5,29,2.9615880644676578,Excellent
1053,135025,false,casual drinker,informal,public,single,student,low,El Rincon de San Francisco,No_Alcohol_Served,none,informal,medium,closed,none,5,29,3.045611210813399,Excellent
1053,135038,false,casual drinker,informal,public,single,student,low,Restaurant la Chalita,No_Alcohol_Served,section,informal,medium,closed,none,5,29,2.4161452753359356,Excellent
1053,135060,false,casual drinker,informal,public,single,student,low,Restaurante Marisco Sam,No_Alcohol_Served,none,informal,medium,closed,none,5,29,2.2618733859099254,Excellent
1053,135062,false,casual drinker,informal,public,single,student,low,Restaurante El Cielo Potosino,No_Alcohol_Served,none,informal,medium,closed,none,4,29,2.5740304120232365,Medium
1053,135047,false,casual drinker,informal,public,single,student,low,Restaurante Casa de las Flores,Wine-Beer,section,informal,high,closed,none,6,29,2.8556314973553456,Excellent
1064,135042,false,casual drinker,formal,public,single,student,medium,Restaurant Oriental Express,No_Alcohol_Served,none,informal,medium,closed,none,4,28,2.77389105147379,Medium
1081,135069,false,casual drinker,informal,public,single,student,low,Abondance Restaurante Bar,Wine-Beer,none,informal,low,closed,none,2,28,7.492139335621422,Bad
1064,135057,false,casual drinker,formal,public,single,student,medium,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,4,28,0.7435061827670456,Medium
1081,135076,false,casual drinker,informal,public,single,student,low,Restaurante Pueblo Bonito,Wine-Beer,none,informal,high,closed,none,5,28,4.374278498243337,Excellent
1081,135043,false,casual drinker,informal,public,single,student,low,pizza clasica,No_Alcohol_Served,none,informal,medium,closed,none,1,28,2.445280608610645,Bad
1064,135069,false,casual drinker,formal,public,single,student,medium,Abondance Restaurante Bar,Wine-Beer,none,informal,low,closed,none,1,28,1.2532080943025339,Bad
1064,135060,false,casual drinker,formal,public,single,student,medium,Restaurante Marisco Sam,No_Alcohol_Served,none,informal,medium,closed,none,2,28,2.9345109530880626,Bad
1064,135052,false,casual drinker,formal,public,single,student,medium,La Cantina Restaurante,Full_Bar,none,informal,high,closed,none,4,28,2.4588566400427974,Medium
1081,132825,false,casual drinker,informal,public,single,student,low,puesto de tacos,No_Alcohol_Served,none,informal,low,open,none,2,28,7.892763301487853,Bad
1081,135032,false,casual drinker,informal,public,single,student,low,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,2,28,6.9096585141391555,Bad
1081,135028,false,casual drinker,informal,public,single,student,low,La Virreina,Wine-Beer,none,informal,medium,closed,none,5,28,8.194162074310608,Excellent
1081,135085,false,casual drinker,informal,public,single,student,low,Tortas Locas Hipocampo,No_Alcohol_Served,not permitted,informal,medium,closed,none,4,28,7.552208401568952,Medium
